temperature,humidity,voc,ammonia,alcohol,timestamp,Stage,cycle_id
34.2,81.4,1856,2644,3451,19-09-2025 20:35,Late Spoilage,2
34.1,80.5,1772,2458,3377,19-09-2025 20:40,Late Spoilage,2
33.6,79.8,1813,2709,3380,19-09-2025 20:45,Late Spoilage,2
33.6,78.7,1684,2562,3116,19-09-2025 20:50,Late Spoilage,2
35.2,77.5,1706,2512,3195,19-09-2025 20:55,Late Spoilage,2
34.9,79,1807,2486,3286,19-09-2025 21:00,Late Spoilage,2
33.6,80.3,1844,2557,3397,19-09-2025 21:05,Late Spoilage,2
33.8,79.7,1869,2538,3438,19-09-2025 21:10,Late Spoilage,2
34.6,78.2,1742,2686,3210,19-09-2025 21:15,Late Spoilage,2
34.5,76.8,1651,2517,3097,19-09-2025 21:20,Late Spoilage,2
34.9,77.5,1848,2654,3144,19-09-2025 21:25,Late Spoilage,2
35.1,75.8,1642,2631,3032,19-09-2025 21:30,Late Spoilage,2
34.8,75.5,1568,2485,2999,19-09-2025 21:35,Late Spoilage,2
34.4,75.8,1582,2414,3007,19-09-2025 21:40,Late Spoilage,2
34.6,76.4,1606,2462,2963,19-09-2025 21:45,Late Spoilage,2
35.7,75.8,1660,2490,3020,19-09-2025 21:50,Late Spoilage,2
34.5,75.3,2082,3097,3099,19-09-2025 21:55,Late Spoilage,2
35.3,76.1,1667,2595,3068,19-09-2025 22:00,Late Spoilage,2
34.1,75.6,1584,2492,2994,19-09-2025 22:05,Late Spoilage,2
34.3,75,1665,2482,3054,19-09-2025 22:10,Late Spoilage,2
34.2,75.8,1632,2523,3010,19-09-2025 22:15,Late Spoilage,2
