temperature,humidity,voc,ammonia,alcohol,timestamp,cycle_id,stage
34.5,65.7,946,1435,2013,24-09-2025 13:25,1,Early Spoilage
34.6,65.7,954,1447,2033,24-09-2025 13:30,1,Early Spoilage
34.6,65.6,970,1449,2061,24-09-2025 13:35,1,Early Spoilage
34.6,65.6,977,1472,2078,24-09-2025 13:40,1,Early Spoilage
34.5,65.6,1021,1483,2128,24-09-2025 13:45,1,Early Spoilage
34.5,65.5,1023,1413,2134,24-09-2025 13:50,1,Early Spoilage
34.5,64.7,978,1345,2057,24-09-2025 13:55,1,Early Spoilage
34.4,64.4,946,1241,2000,24-09-2025 14:00,1,Early Spoilage
34.4,64.4,939,1296,1973,24-09-2025 14:05,1,Early Spoilage
34.4,64.3,926,1279,1945,24-09-2025 14:10,1,Early Spoilage
34.4,64.2,913,1296,1930,24-09-2025 14:15,1,Early Spoilage
34.5,64.1,912,1232,1915,24-09-2025 14:20,1,Early Spoilage
34.5,63.9,910,1259,1907,24-09-2025 14:25,1,Early Spoilage
34.5,63.7,899,1232,1883,24-09-2025 14:30,1,Early Spoilage
34.6,63.6,897,1181,1881,24-09-2025 14:35,1,Early Spoilage
34.6,63.4,891,1218,1872,24-09-2025 14:40,1,Spoiled
34.6,63.2,890,1205,1863,24-09-2025 14:45,1,Spoiled
34.6,63,884,1198,1857,24-09-2025 14:50,1,Spoiled
34.7,62.7,878,1242,1837,24-09-2025 14:55,1,Spoiled
34.7,62.5,876,1207,1838,24-09-2025 15:00,1,Spoiled
34.7,62.6,875,1223,1847,24-09-2025 15:05,1,Spoiled
34.7,62.4,870,1232,1837,24-09-2025 15:10,1,Spoiled
34.7,62.1,870,1203,1840,24-09-2025 15:15,1,Spoiled
34.7,62.1,896,1265,1857,24-09-2025 15:20,1,Spoiled
34.7,61.8,887,1231,1840,24-09-2025 15:25,1,Spoiled
34.7,61.6,894,1241,1845,24-09-2025 15:30,1,Spoiled
34.7,61.7,869,1157,1833,24-09-2025 15:35,1,Spoiled
34.7,61.7,864,1200,1826,24-09-2025 15:40,1,Spoiled
34.7,61.6,877,1203,1825,24-09-2025 15:45,1,Spoiled
34.7,61.6,873,1198,1828,24-09-2025 15:51,1,Spoiled
34.8,61.5,878,1226,1829,24-09-2025 15:56,1,Spoiled
34.8,61.6,873,1217,1837,24-09-2025 16:01,1,Spoiled
34.8,61.5,867,1263,1840,24-09-2025 16:06,1,Spoiled
34.8,61.7,894,1356,1891,24-09-2025 16:11,1,Spoiled
34.9,61.8,912,1411,1911,24-09-2025 16:16,1,Spoiled
34.9,61.6,899,1328,1907,24-09-2025 16:21,1,Spoiled
34.8,61.3,906,1284,1891,24-09-2025 16:26,1,Spoiled
34.8,61.3,921,1303,1905,24-09-2025 16:31,1,Spoiled
34.8,61,893,1255,1883,24-09-2025 16:36,1,Spoiled
34.8,61.2,885,1277,1885,24-09-2025 16:41,1,Spoiled
34.8,61.1,893,1248,1874,24-09-2025 16:46,1,Spoiled
34.8,61,880,1241,1872,24-09-2025 16:51,1,Spoiled
34.8,61,886,1230,1866,24-09-2025 17:01,1,Spoiled
34.7,60.9,894,1235,1851,24-09-2025 17:06,1,Spoiled
34.8,61,881,1215,1855,24-09-2025 17:16,1,Spoiled
34.8,61,879,1231,1844,24-09-2025 17:21,1,Spoiled
34.8,61,861,1250,1840,24-09-2025 17:26,1,Spoiled
34.8,60.9,852,1239,1831,24-09-2025 17:31,1,Spoiled
34.8,60.8,848,1216,1820,24-09-2025 17:36,1,Spoiled
34.8,60.8,848,1200,1815,24-09-2025 17:41,1,Spoiled
34.8,61.1,865,1360,1866,24-09-2025 17:46,1,Spoiled
34.8,61.1,875,1290,1894,24-09-2025 17:51,1,Spoiled
34.9,61.1,880,1310,1905,24-09-2025 17:57,1,Spoiled
34.9,61.1,902,1419,1915,24-09-2025 18:02,1,Spoiled
34.9,61.2,918,1328,1933,24-09-2025 18:07,1,Spoiled
34.9,61.2,900,1363,1939,24-09-2025 18:12,1,Spoiled
34.9,61.2,907,1364,1954,24-09-2025 18:17,1,Spoiled
34.9,61.3,903,1374,1954,24-09-2025 18:22,1,Spoiled
34.9,61.3,922,1419,1961,24-09-2025 18:27,1,Spoiled
34.9,61.3,938,1406,1974,24-09-2025 18:32,1,Spoiled
34.9,61.3,947,1426,2001,24-09-2025 18:37,1,Spoiled
34.9,61.3,961,1426,2010,24-09-2025 18:42,1,Spoiled
35,61.4,1008,1471,2038,24-09-2025 18:47,1,Spoiled
35,61.2,1010,1505,2042,24-09-2025 18:52,1,Spoiled
35,61.2,1010,1507,2057,24-09-2025 18:57,1,Spoiled
35,61.2,987,1533,2035,24-09-2025 19:02,1,Spoiled
35,61.2,964,1456,2032,24-09-2025 19:07,1,Spoiled
35,61.1,982,1447,2033,24-09-2025 19:12,1,Spoiled
35,61.2,973,1519,2038,24-09-2025 19:17,1,Spoiled
35,61.3,991,1475,2055,24-09-2025 19:22,1,Spoiled
34.9,61.3,999,1487,2063,24-09-2025 19:27,1,Spoiled
35,61.4,1006,1478,2062,24-09-2025 19:32,1,Spoiled
35,61.5,1009,1570,2066,24-09-2025 19:37,1,Spoiled
35,61.5,1011,1442,2062,24-09-2025 19:42,1,Spoiled
35,61.6,1004,1455,2061,24-09-2025 19:47,1,Spoiled
35,61.6,1003,1439,2061,24-09-2025 19:52,1,Spoiled
35,61.6,991,1465,2063,24-09-2025 19:57,1,Spoiled
35,61.7,982,1424,2059,24-09-2025 20:02,1,Spoiled
35,61.6,995,1450,2058,24-09-2025 20:07,1,Spoiled
35,61.6,990,1459,2064,24-09-2025 20:12,1,Spoiled
35,61.6,987,1442,2070,24-09-2025 20:17,1,Spoiled
35,61.7,981,1441,2064,24-09-2025 20:22,1,Spoiled
35,61.7,992,1488,2067,24-09-2025 20:27,1,Spoiled
35,61.7,985,1436,2065,24-09-2025 20:32,1,Spoiled
35,61.7,995,1478,2078,24-09-2025 20:38,1,Spoiled
35,61.6,994,1450,2078,24-09-2025 20:43,1,Spoiled
35,61.6,984,1456,2085,24-09-2025 20:48,1,Spoiled
35,61.6,999,1418,2083,24-09-2025 20:53,1,Spoiled
35,61.7,994,1429,2080,24-09-2025 20:58,1,Spoiled
35,61.7,991,1466,2079,24-09-2025 21:03,1,Spoiled
35,61.7,986,1431,2086,24-09-2025 21:08,1,Spoiled
35,61.8,985,1595,2106,24-09-2025 21:13,1,Spoiled
35.1,61.8,989,1556,2126,24-09-2025 21:23,1,Spoiled
35.1,61.8,991,1554,2142,24-09-2025 21:28,1,Spoiled
35.2,61.8,996,1535,2154,24-09-2025 21:33,1,Spoiled
35.2,61.7,1001,1520,2153,24-09-2025 21:38,1,Spoiled
35.1,61.6,990,1447,2133,24-09-2025 21:43,1,Spoiled
35,61.6,979,1456,2126,24-09-2025 21:48,1,Spoiled
35,61.6,995,1435,2128,24-09-2025 21:53,1,Spoiled
35,61.6,1008,1462,2128,24-09-2025 21:58,1,Spoiled
35,61.6,1017,1503,2123,24-09-2025 22:03,1,Spoiled
35,61.7,1010,1473,2125,24-09-2025 22:08,1,Spoiled
35,61.6,1007,1409,2135,24-09-2025 22:13,1,Spoiled
35,61.6,997,1445,2127,24-09-2025 22:18,1,Spoiled
35.1,61.9,1020,1501,2131,24-09-2025 22:23,1,Spoiled
35.1,62,1023,1488,2133,24-09-2025 22:28,1,Spoiled
35.2,62.1,1043,1474,2143,24-09-2025 22:34,1,Spoiled
35.3,62.1,1050,1520,2154,24-09-2025 22:39,1,Spoiled
35.3,62.2,1056,1520,2165,24-09-2025 22:44,1,Late Spoilage
35.3,62.2,1057,1578,2150,24-09-2025 22:49,1,Late Spoilage
35.4,62.3,1125,1569,2182,24-09-2025 22:54,1,Late Spoilage
35.4,62.4,1145,1568,2201,24-09-2025 22:59,1,Late Spoilage
35.4,62.5,1138,1506,2214,24-09-2025 23:04,1,Late Spoilage
35.4,62.6,1143,1462,2227,24-09-2025 23:09,1,Late Spoilage
35.4,62.7,1151,1565,2236,24-09-2025 23:14,1,Late Spoilage
35.4,62.8,1149,1533,2243,24-09-2025 23:19,1,Late Spoilage
35.4,62.9,1143,1515,2235,24-09-2025 23:24,1,Late Spoilage
35.4,63,1146,1514,2245,24-09-2025 23:29,1,Late Spoilage
35.4,63.1,1136,1507,2242,24-09-2025 23:34,1,Late Spoilage
35.4,63,1137,1469,2236,24-09-2025 23:39,1,Late Spoilage
35.3,63,1119,1433,2224,24-09-2025 23:44,1,Late Spoilage
35.3,63.3,1135,1466,2239,24-09-2025 23:49,1,Late Spoilage
35.3,63.4,1140,1463,2243,24-09-2025 23:54,1,Late Spoilage
35.3,63.4,1141,1493,2255,24-09-2025 23:59,1,Late Spoilage
35.4,63.5,1138,1479,2260,25-09-2025 00:09,1,Late Spoilage
35.4,63.6,1143,1520,2266,25-09-2025 00:14,1,Late Spoilage
35.4,63.7,1139,1470,2256,25-09-2025 00:19,1,Late Spoilage
35.4,63.7,1134,1485,2246,25-09-2025 00:24,1,Late Spoilage
35.4,63.8,1130,1473,2253,25-09-2025 00:29,1,Late Spoilage
35.4,63.7,1129,1523,2251,25-09-2025 00:34,1,Late Spoilage
35.4,63.9,1132,1485,2259,25-09-2025 00:39,1,Late Spoilage
35.4,63.9,1121,1522,2247,25-09-2025 00:45,1,Late Spoilage
35.4,63.9,1114,1535,2254,25-09-2025 00:50,1,Late Spoilage
35.3,64,1118,1517,2247,25-09-2025 00:55,1,Late Spoilage
35.3,64.1,1157,1535,2274,25-09-2025 01:00,1,Late Spoilage
35.3,64.1,1163,1511,2288,25-09-2025 01:05,1,Late Spoilage
35.3,64.1,1166,1488,2295,25-09-2025 01:10,1,Late Spoilage
35.3,64.1,1187,1525,2310,25-09-2025 01:15,1,Late Spoilage
35.2,64.1,1141,1519,2286,25-09-2025 01:20,1,Late Spoilage
35.2,64.1,1150,1493,2289,25-09-2025 01:25,1,Late Spoilage
35.2,64.1,1182,1488,2314,25-09-2025 01:30,1,Late Spoilage
35.2,64.1,1179,1506,2298,25-09-2025 01:35,1,Late Spoilage
35.2,64.1,1180,1529,2304,25-09-2025 01:40,1,Late Spoilage
35.2,64.1,1147,1485,2287,25-09-2025 01:45,1,Late Spoilage
35.2,64.1,1141,1456,2288,25-09-2025 01:50,1,Late Spoilage
35.2,64.1,1136,1469,2279,25-09-2025 01:55,1,Late Spoilage
35.2,64.1,1152,1456,2297,25-09-2025 02:00,1,Late Spoilage
35.2,64,1157,1450,2289,25-09-2025 02:05,1,Late Spoilage
35.2,64.1,1154,1445,2293,25-09-2025 02:10,1,Late Spoilage
35.2,64.1,1150,1440,2297,25-09-2025 02:15,1,Late Spoilage
35.2,64.1,1150,1471,2299,25-09-2025 02:20,1,Late Spoilage
35.2,64.1,1156,1467,2302,25-09-2025 02:25,1,Late Spoilage
35.2,64.1,1149,1532,2293,25-09-2025 02:30,1,Late Spoilage
35.2,64.1,1152,1520,2292,25-09-2025 02:35,1,Late Spoilage
35.2,64.1,1159,1519,2304,25-09-2025 02:40,1,Late Spoilage
35.2,64.1,1159,1517,2304,25-09-2025 02:45,1,Late Spoilage
35.2,64,1159,1493,2304,25-09-2025 02:50,1,Late Spoilage
35.2,64.1,1158,1520,2304,25-09-2025 02:55,1,Late Spoilage
35.1,64,1154,1497,2293,25-09-2025 03:00,1,Late Spoilage
35.1,64,1136,1481,2283,25-09-2025 03:05,1,Late Spoilage
35.1,64,1143,1518,2288,25-09-2025 03:11,1,Late Spoilage
35.1,64,1133,1470,2287,25-09-2025 03:16,1,Late Spoilage
35.2,63.9,1138,1477,2288,25-09-2025 03:21,1,Late Spoilage
35.1,64,1139,1507,2288,25-09-2025 03:26,1,Late Spoilage
35.1,64,1141,1511,2293,25-09-2025 03:31,1,Late Spoilage
35.1,63.9,1136,1472,2292,25-09-2025 03:36,1,Late Spoilage
35.1,63.9,1141,1514,2304,25-09-2025 03:41,1,Late Spoilage
35.1,63.9,1149,1476,2298,25-09-2025 03:46,1,Late Spoilage
35.1,63.9,1152,1456,2301,25-09-2025 03:51,1,Late Spoilage
35.1,63.9,1165,1499,2306,25-09-2025 03:56,1,Late Spoilage
35.1,63.9,1152,1471,2298,25-09-2025 04:01,1,Late Spoilage
35.1,63.9,1168,1439,2301,25-09-2025 04:06,1,Late Spoilage
35.1,63.9,1168,1488,2301,25-09-2025 04:11,1,Late Spoilage
35.1,63.9,1152,1459,2289,25-09-2025 04:16,1,Late Spoilage
35.1,63.9,1168,1469,2293,25-09-2025 04:21,1,Late Spoilage
35,63.9,1171,1456,2303,25-09-2025 04:26,1,Late Spoilage
35,64,1171,1455,2304,25-09-2025 04:31,1,Late Spoilage
35,64,1173,1475,2305,25-09-2025 04:36,1,Late Spoilage
35,64.1,1186,1456,2320,25-09-2025 04:41,1,Late Spoilage
35,64.1,1186,1424,2319,25-09-2025 04:46,1,Late Spoilage
35,64.1,1195,1474,2318,25-09-2025 04:51,1,Late Spoilage
35.1,64.1,1169,1429,2311,25-09-2025 04:56,1,Late Spoilage
35,64.1,1213,1571,2310,25-09-2025 05:01,1,Late Spoilage
35.1,64.1,1216,1499,2315,25-09-2025 05:06,1,Late Spoilage
35.1,64.1,1200,1535,2296,25-09-2025 05:11,1,Late Spoilage
35,63.5,1155,1444,2256,25-09-2025 05:16,1,Late Spoilage
34.9,63.3,1127,1379,2230,25-09-2025 05:21,1,Late Spoilage
34.8,63.5,1108,1344,2220,25-09-2025 05:26,1,Late Spoilage
34.7,63.5,1088,1316,2197,25-09-2025 05:32,1,Late Spoilage
34.6,63.6,1093,1355,2189,25-09-2025 05:37,1,Late Spoilage
34.6,63.7,1061,1355,2160,25-09-2025 05:42,1,Late Spoilage
34.6,63.6,1069,1344,2154,25-09-2025 05:47,1,Late Spoilage
34.5,63.7,1072,1326,2154,25-09-2025 05:52,1,Late Spoilage
34.4,63.7,1087,1325,2145,25-09-2025 05:57,1,Late Spoilage
34.4,63.8,1091,1334,2137,25-09-2025 06:02,1,Late Spoilage
34.4,63.8,1099,1331,2141,25-09-2025 06:07,1,Late Spoilage
34.3,63.8,1109,1328,2145,25-09-2025 06:12,1,Late Spoilage
34.3,63.8,1126,1242,2143,25-09-2025 06:17,1,Late Spoilage
34.3,63.8,1118,1309,2143,25-09-2025 06:22,1,Late Spoilage
34.2,63.9,1120,1328,2145,25-09-2025 06:27,1,Late Spoilage
34.2,63.9,1111,1314,2143,25-09-2025 06:32,1,Late Spoilage
34.2,64,1127,1346,2147,25-09-2025 06:37,1,Late Spoilage
34.2,64.1,1127,1306,2151,25-09-2025 06:42,1,Late Spoilage
34.2,64.1,1115,1325,2138,25-09-2025 06:47,1,Late Spoilage
33.2,77.1,646,1295,943,26-09-2025 06:47,2,Fresh
33.5,75.6,617,1313,998,26-09-2025 06:52,2,Fresh
33.7,75.2,613,1299,994,26-09-2025 06:57,2,Fresh
33.8,73.7,597,1291,1003,26-09-2025 07:02,2,Fresh
33.9,73.9,610,1291,1045,26-09-2025 07:07,2,Fresh
33.9,75.5,598,1238,1007,26-09-2025 07:12,2,Fresh
34.1,75.8,603,1278,1065,26-09-2025 07:17,2,Fresh
34.1,74.3,615,1292,1106,26-09-2025 07:22,2,Fresh
34.2,74.7,641,1301,1153,26-09-2025 07:27,2,Fresh
34.2,75.5,653,1294,1182,26-09-2025 07:32,2,Fresh
34.2,75.4,642,1314,1194,26-09-2025 07:37,2,Fresh
34.3,74.5,636,1310,1198,26-09-2025 07:42,2,Fresh
34.3,75.4,655,1303,1215,26-09-2025 07:47,2,Fresh
34.2,75.7,660,1392,1208,26-09-2025 08:04,2,Fresh
34.4,74.5,682,1413,1228,26-09-2025 08:14,2,Fresh
34.4,74.8,748,1416,1650,26-09-2025 08:19,2,Fresh
34.2,75.6,847,1433,1732,26-09-2025 08:29,2,Fresh
