temperature,humidity,voc,ammonia,alcohol,timestamp,stage,cycle_id
36,60.1,1015,1627,1747,28-09-2025 16:03,Early Spoilage,1
36,60.1,1037,1646,1691,28-09-2025 16:08,Early Spoilage,1
36,60,1041,1626,1680,28-09-2025 16:13,Early Spoilage,1
36,60.1,1059,1654,1694,28-09-2025 16:18,Early Spoilage,1
36,60.2,1070,1599,1743,28-09-2025 16:23,Early Spoilage,1
36,60.2,1089,1648,1759,28-09-2025 16:28,Early Spoilage,1
36,60.1,1097,1638,1739,28-09-2025 16:33,Early Spoilage,1
36.1,60.5,1141,1572,1877,28-09-2025 16:38,Early Spoilage,1
36.1,60.2,1133,1594,1838,28-09-2025 16:44,Early Spoilage,1
36,60.1,1118,1599,1743,28-09-2025 16:49,Early Spoilage,1
36,60,1136,1636,1716,28-09-2025 16:54,Early Spoilage,1
36.1,60.1,1136,1621,1792,28-09-2025 16:59,Early Spoilage,1
33.6,63,355,1050,594,29-09-2025 16:59,Fresh,2
33.2,62.9,337,1042,563,29-09-2025 17:04,Fresh,2
34.7,62.3,334,1049,582,29-09-2025 17:09,Fresh,2
34.7,61.8,339,1081,579,29-09-2025 17:14,Fresh,2
33.7,63.2,355,1131,582,29-09-2025 17:20,Fresh,2
35.5,62.1,356,1073,580,29-09-2025 17:25,Fresh,2
35.1,62,357,1087,575,29-09-2025 17:30,Fresh,2
35.2,62.7,355,1085,577,29-09-2025 17:35,Fresh,2
34,62.4,351,1102,580,29-09-2025 17:40,Fresh,2
34.6,63.8,363,1153,582,29-09-2025 17:45,Fresh,2
34.4,62.9,373,1157,577,29-09-2025 17:50,Fresh,2
35.6,62.4,374,1156,585,29-09-2025 17:55,Fresh,2
35,63,378,1159,579,29-09-2025 18:00,Fresh,2
35.3,63.5,386,1177,587,29-09-2025 18:05,Fresh,2
34.6,63,378,1188,579,29-09-2025 18:10,Fresh,2
34.3,63.5,374,1185,580,29-09-2025 18:15,Fresh,2
34.9,61.8,394,1145,593,29-09-2025 18:20,Fresh,2
33.9,63.2,397,1154,596,29-09-2025 18:25,Fresh,2
35.5,63.2,413,1173,615,29-09-2025 18:30,Fresh,2
35.1,62,455,1165,643,29-09-2025 18:35,Fresh,2
35.3,63.2,436,1305,611,29-09-2025 18:40,Fresh,2
34.6,63,427,1319,623,29-09-2025 18:45,Fresh,2
35.8,61.8,430,1318,615,29-09-2025 18:50,Fresh,2
35.7,62.3,427,1324,611,29-09-2025 18:55,Fresh,2
35.5,63.1,495,1154,678,29-09-2025 19:00,Fresh,2
34.3,62.2,499,1148,690,29-09-2025 19:05,Fresh,2
34.9,62.5,508,1157,699,29-09-2025 19:10,Fresh,2
34.1,62.7,677,1172,837,29-09-2025 19:15,Fresh,2
34.3,62.4,685,1173,826,29-09-2025 19:20,Fresh,2
35.4,63.7,690,1183,836,29-09-2025 19:25,Fresh,2
35.6,63.4,585,1195,733,29-09-2025 19:30,Fresh,2
36,61.8,603,1208,754,29-09-2025 19:35,Fresh,2
34.8,63.6,632,1234,794,29-09-2025 19:40,Fresh,2
34.8,63.4,667,1253,832,29-09-2025 19:46,Fresh,2
